FileName,efConstruction,M,efSearch,construction_time,memory,recall,search_time,construct_dc_counts,search_dc_counts
vdb_random-100-match-kw-small-vocab-no-filters,200,16,400,0.0,0,0.80807,0.04291984138544649,3200000,429198413
vdb_random-100-match-kw-small-vocab-no-filters,200,16,600,0.0,0,0.85501,0.05152452915208413,3200000,515245291
vdb_random-100-match-kw-small-vocab-no-filters,200,32,100,0.0,0,0.73153,0.0338106729905121,6400000,338106729
vdb_random-100-match-kw-small-vocab-no-filters,200,32,200,0.0,0,0.8547300000000001,0.04961352392565459,6400000,496135239
vdb_random-100-match-kw-small-vocab-no-filters,200,32,400,0.0,0,0.93171,0.06629532963270321,6400000,662953296
vdb_random-100-match-kw-small-vocab-no-filters,200,32,600,0.0,0,0.9593799999999999,0.08209537863731384,6400000,820953786
vdb_arxiv-titles-384-angular-no-filters,20,4,100,0.0,0,0.7538333333333334,0.003789391694590446,116991,56840875
vdb_arxiv-titles-384-angular-no-filters,20,4,200,0.0,0,0.8165733333333334,0.00563112637028098,116991,84466895
vdb_arxiv-titles-384-angular-no-filters,20,4,400,0.0,0,0.7986533333333334,0.0050042199436575036,116991,75063299
vdb_arxiv-titles-384-angular-no-filters,20,4,600,0.0,0,0.8607933333333334,0.007636379846371708,116991,114545697
vdb_arxiv-titles-384-angular-no-filters,20,8,100,0.0,0,0.8924866666666668,0.004664191743358967,233982,69962876
vdb_arxiv-titles-384-angular-no-filters,20,8,200,0.0,0,0.9326533333333333,0.0057005018927156915,233982,85507528
vdb_arxiv-titles-384-angular-no-filters,20,8,400,0.0,0,0.9367200000000001,0.0052413666620850525,233982,78620499
vdb_arxiv-titles-384-angular-no-filters,20,8,600,0.0,0,0.9563333333333334,0.008571284147910772,233982,128569262
vdb_arxiv-titles-384-angular-no-filters,20,16,100,0.0,0,0.9627733333333334,0.006690453807823352,467965,100356807
vdb_arxiv-titles-384-angular-no-filters,20,16,200,0.0,0,0.9765733333333332,0.007307191705331201,467965,109607875
vdb_arxiv-titles-384-angular-no-filters,20,16,400,0.0,0,0.98014,0.007127120415680106,467965,106906806
vdb_arxiv-titles-384-angular-no-filters,20,16,600,0.0,0,0.9855266666666668,0.01098566602449864,467965,164784990
vdb_arxiv-titles-384-angular-no-filters,40,4,100,0.0,0,0.8533066666666668,0.00495088861789554,233982,74263329
vdb_arxiv-titles-384-angular-no-filters,40,4,200,0.0,0,0.8839066666666667,0.005894572101533412,233982,88418581
vdb_arxiv-titles-384-angular-no-filters,40,4,400,0.0,0,0.9190400000000001,0.006831454206258057,233982,102471813
vdb_arxiv-titles-384-angular-no-filters,40,4,600,0.0,0,0.9164933333333334,0.008017790829762814,233982,120266862
vdb_arxiv-titles-384-angular-no-filters,40,8,100,0.0,0,0.95934,0.006001118128187951,467965,90016771
vdb_arxiv-titles-384-angular-no-filters,40,8,200,0.0,0,0.9726133333333333,0.006473167031072077,467965,97097505
vdb_arxiv-titles-384-angular-no-filters,40,8,400,0.0,0,0.9837800000000001,0.008656602073460813,467965,129849031
vdb_arxiv-titles-384-angular-no-filters,40,8,600,0.0,0,0.9857800000000001,0.008323333878070115,467965,124850008
vdb_arxiv-titles-384-angular-no-filters,40,16,100,0.0,0,0.9754466666666667,0.005831451411359009,935931,87471771
vdb_arxiv-titles-384-angular-no-filters,40,16,200,0.0,0,0.9865266666666668,0.007374383904971178,935931,110615758
vdb_arxiv-titles-384-angular-no-filters,40,16,400,0.0,0,0.9906533333333333,0.008400881034322082,935931,126013215
vdb_arxiv-titles-384-angular-no-filters,40,16,600,0.0,0,0.9909466666666668,0.008844684134237469,935931,132670262
vdb_arxiv-titles-384-angular-no-filters,40,32,100,0.0,0,0.9893466666666666,0.005235013063065707,1871862,78525195
vdb_arxiv-titles-384-angular-no-filters,40,32,200,0.0,0,0.9954,0.008790353802032769,1871862,131855307
vdb_arxiv-titles-384-angular-no-filters,40,32,400,0.0,0,0.9957866666666666,0.015432983520440757,1871862,231494752
vdb_arxiv-titles-384-angular-no-filters,40,32,600,0.0,0,0.99756,0.03248348566703497,1871862,487252285
vdb_arxiv-titles-384-angular-no-filters,80,4,100,0.0,0,0.89464,0.005723662977106864,467965,85854944
vdb_arxiv-titles-384-angular-no-filters,80,4,200,0.0,0,0.9260066666666669,0.006177952256985001,467965,92669283
vdb_arxiv-titles-384-angular-no-filters,80,4,400,0.0,0,0.9435666666666667,0.016376365371979774,467965,245645480
vdb_arxiv-titles-384-angular-no-filters,80,4,600,0.0,0,0.9501133333333334,0.007130614831112324,467965,106959222
vdb_arxiv-titles-384-angular-no-filters,80,8,100,0.0,0,0.9745,0.01439894859213382,935931,215984228
vdb_arxiv-titles-384-angular-no-filters,80,8,200,0.0,0,0.9857,0.012257930263876912,935931,183868953
vdb_arxiv-titles-384-angular-no-filters,80,8,400,0.0,0,0.9899800000000001,0.006238833535462616,935931,93582503
vdb_arxiv-titles-384-angular-no-filters,80,8,600,0.0,0,0.9924600000000001,0.007018385571427642,935931,105275783
vdb_arxiv-titles-384-angular-no-filters,80,16,100,0.0,0,0.9892933333333335,0.00592907462269067,1871862,88936119
vdb_arxiv-titles-384-angular-no-filters,80,16,200,0.0,0,0.9934266666666667,0.006386670097708695,1871862,95800051
vdb_arxiv-titles-384-angular-no-filters,80,16,400,0.0,0,0.9960666666666667,0.0129062034888193,1871862,193593052
vdb_arxiv-titles-384-angular-no-filters,80,16,600,0.0,0,0.9971866666666667,0.010229090601205824,1871862,153436359
vdb_arxiv-titles-384-angular-no-filters,80,32,100,0.0,0,0.9913066666666666,0.004397607268765567,3743724,65964109
vdb_arxiv-titles-384-angular-no-filters,80,32,200,0.0,0,0.99652,0.007745719491504132,3743724,116185792
vdb_arxiv-titles-384-angular-no-filters,80,32,400,0.0,0,0.9978600000000001,0.02532646583858877,3743724,379896987
vdb_arxiv-titles-384-angular-no-filters,80,32,600,0.0,0,0.9984666666666666,0.03556512026116251,3743724,533476803
vdb_arxiv-titles-384-angular-no-filters,120,4,100,0.0,0,0.9108466666666667,0.012205839296802879,701948,183087589
vdb_arxiv-titles-384-angular-no-filters,120,4,200,0.0,0,0.9379933333333335,0.01351329497992992,701948,202699424
vdb_arxiv-titles-384-angular-no-filters,120,4,400,0.0,0,0.9572866666666666,0.009693406615406274,701948,145401099
vdb_arxiv-titles-384-angular-no-filters,120,4,600,0.0,0,0.95984,0.007081327610649167,701948,106219914
vdb_arxiv-titles-384-angular-no-filters,120,8,100,0.0,0,0.9814666666666667,0.00402679103426635,1403896,60401865
vdb_arxiv-titles-384-angular-no-filters,120,8,200,0.0,0,0.9886133333333333,0.005099114868789907,1403896,76486723
vdb_arxiv-titles-384-angular-no-filters,120,8,400,0.0,0,0.9932400000000001,0.019975361507385967,1403896,299630422
vdb_arxiv-titles-384-angular-no-filters,120,8,600,0.0,0,0.9964466666666667,0.02843927771318703,1403896,426589165
vdb_arxiv-titles-384-angular-no-filters,120,16,100,0.0,0,0.9939800000000001,0.004574363492429255,2807793,68615452
vdb_arxiv-titles-384-angular-no-filters,120,16,200,0.0,0,0.9967666666666667,0.006091135903261602,2807793,91367038
vdb_arxiv-titles-384-angular-no-filters,120,16,400,0.0,0,0.9983,0.031901741400361054,2807793,478526121
vdb_arxiv-titles-384-angular-no-filters,120,16,600,0.0,0,0.9988866666666666,0.04198144997935742,2807793,629721749
vdb_arxiv-titles-384-angular-no-filters,120,32,100,0.0,0,0.9964399999999999,0.007618677173741161,5615586,114280157
vdb_arxiv-titles-384-angular-no-filters,120,32,200,0.0,0,0.9981133333333334,0.027667092462070282,5615586,415006386
vdb_arxiv-titles-384-angular-no-filters,120,32,400,0.0,0,0.9988400000000001,0.03751948191784322,5615586,562792228
vdb_arxiv-titles-384-angular-no-filters,120,32,600,0.0,0,0.9990733333333334,0.04956651541870085,5615586,743497731
vdb_arxiv-titles-384-angular-no-filters,200,4,100,0.0,0,0.9250866666666666,0.005605092947371301,1169913,84076394
vdb_arxiv-titles-384-angular-no-filters,200,4,200,0.0,0,0.94582,0.004465061775408685,1169913,66975926
vdb_arxiv-titles-384-angular-no-filters,200,4,400,0.0,0,0.9661266666666668,0.01847495196852833,1169913,277124279
