FileName,efConstruction,M,efSearch,construction_time,memory,recall,search_time,construct_dc_counts,search_dc_counts
tiny_1_1_384,20,4,100,0.0,0,0.332286,0.0026961914845742285,80000,2696191
tiny_1_1_384,20,4,200,0.0,0,0.404541,0.0032061885111033905,80000,3206188
tiny_1_1_384,20,4,400,0.0,0,0.46533099999999994,0.004316001106053589,80000,4316001
tiny_1_1_384,20,4,600,0.0,0,0.503981,0.004491872072685504,80000,4491872
tiny_1_1_384,20,8,100,0.0,0,0.556693,0.0031854856642894386,160000,3185485
tiny_1_1_384,20,8,400,0.0,0,0.705254,0.005322782555595037,160000,5322782
tiny_1_1_384,20,8,600,0.0,0,0.73608,0.0043310957145877155,160000,4331095
tiny_1_1_384,20,16,200,0.0,0,0.796702,0.0043495831079781045,320000,4349583
tiny_1_1_384,20,16,400,0.0,0,0.8488889999999999,0.004352668474894016,320000,4352668
tiny_1_1_384,20,16,600,0.0,0,0.8843849999999999,0.005770722846500572,320000,5770722
tiny_1_1_384,40,4,100,0.0,0,0.4210129999999999,0.00312657128088176,160000,3126571
tiny_1_1_384,40,4,200,0.0,0,0.50431,0.003214159281924365,160000,3214159
tiny_1_1_384,40,4,600,0.0,0,0.610113,0.004125042515806853,160000,4125042
tiny_1_1_384,40,8,100,0.0,0,0.661528,0.003299729060381649,320000,3299729
tiny_1_1_384,40,8,200,0.0,0,0.744259,0.004315471486188462,320000,4315471
tiny_1_1_384,40,8,400,0.0,0,0.793836,0.005499924544710665,320000,5499924
tiny_1_1_384,40,8,600,0.0,0,0.8295220000000001,0.004973494145087896,320000,4973494
tiny_1_1_384,40,16,100,0.0,0,0.735001,0.004161938175093382,640000,4161938
tiny_1_1_384,40,16,200,0.0,0,0.824781,0.004264855047222226,640000,4264855
tiny_1_1_384,40,16,400,0.0,0,0.88225,0.004639543103985487,640000,4639543
tiny_1_1_384,40,16,600,0.0,0,0.9036970000000001,0.0051525843678973575,640000,5152584
tiny_1_1_384,40,32,100,0.0,0,0.8489869999999999,0.003636385058052837,1280000,3636385
tiny_1_1_384,40,32,200,0.0,0,0.9079879999999999,0.004458327754400669,1280000,4458327
tiny_1_1_384,40,32,400,0.0,0,0.9183739999999998,0.005515906086657195,1280000,5515906
tiny_1_1_384,40,32,600,0.0,0,0.9651279999999999,0.00651272595860064,1280000,6512725
tiny_1_1_384,80,4,100,0.0,0,0.48874000000000006,0.0034815002349205242,320000,3481500
tiny_1_1_384,80,4,200,0.0,0,0.57412,0.0033277100767008937,320000,3327710
tiny_1_1_384,80,4,600,0.0,0,0.60617,0.0036453432170674193,320000,3645343
tiny_1_1_384,80,8,100,0.0,0,0.716675,0.0038063572719693045,640000,3806357
tiny_1_1_384,80,8,200,0.0,0,0.790592,0.004153014661278527,640000,4153014
tiny_1_1_384,80,8,400,0.0,0,0.81567,0.004021259024739264,640000,4021259
tiny_1_1_384,80,8,600,0.0,0,0.869993,0.004914370109327136,640000,4914370
tiny_1_1_384,80,16,100,0.0,0,0.810076,0.004016219370532773,1280000,4016219
tiny_1_1_384,80,16,200,0.0,0,0.870016,0.004333044227678325,1280000,4333044
tiny_1_1_384,80,16,400,0.0,0,0.916342,0.004843615484423935,1280000,4843615
tiny_1_1_384,80,16,600,0.0,0,0.9424319999999999,0.005462421523407102,1280000,5462421
tiny_1_1_384,80,32,200,0.0,0,0.875813,0.004216947185341267,2560000,4216947
tiny_1_1_384,80,32,400,0.0,0,0.9170790000000001,0.0050743404077365955,2560000,5074340
tiny_1_1_384,80,32,600,0.0,0,0.936392,0.006055821140762418,2560000,6055821
tiny_1_1_384,120,4,100,0.0,0,0.516174,0.0028498141327872864,480000,2849814
tiny_1_1_384,120,4,200,0.0,0,0.505782,0.002780650660861283,480000,2780650
tiny_1_1_384,120,4,400,0.0,0,0.676867,0.0038810811936855244,480000,3881081
tiny_1_1_384,120,4,600,0.0,0,0.641864,0.00376313980668783,480000,3763139
tiny_1_1_384,120,8,200,0.0,0,0.8012530000000001,0.003642372088506808,960000,3642372
tiny_1_1_384,120,8,400,0.0,0,0.8559829999999999,0.00469247256405651,960000,4692472
tiny_1_1_384,120,8,600,0.0,0,0.8800690000000002,0.004564588912762701,960000,4564588
tiny_1_1_384,120,16,100,0.0,0,0.7989639999999999,0.0032561370520852394,1920000,3256137
tiny_1_1_384,120,16,200,0.0,0,0.8827080000000002,0.0038540075416676686,1920000,3854007
tiny_1_1_384,120,16,400,0.0,0,0.9316200000000001,0.004762321664020417,1920000,4762321
tiny_1_1_384,120,16,600,0.0,0,0.951659,0.005432060675229875,1920000,5432060
tiny_1_1_384,120,32,100,0.0,0,0.866188,0.0034390637418255194,3840000,3439063
tiny_1_1_384,120,32,200,0.0,0,0.9238620000000001,0.004329237807542083,3840000,4329237
tiny_1_1_384,120,32,400,0.0,0,0.931415,0.005483699031174183,3840000,5483699
tiny_1_1_384,120,32,600,0.0,0,0.9769969999999999,0.006564659625291824,3840000,6564659
tiny_1_1_384,200,4,100,0.0,0,0.532041,0.002911380119621752,800000,2911380
tiny_1_1_384,200,4,200,0.0,0,0.6335390000000001,0.0038669217028655055,800000,3866921
tiny_1_1_384,200,4,600,0.0,0,0.744188,0.0043850390356965354,800000,4385039
tiny_1_1_384,200,8,100,0.0,0,0.739046,0.0030946589773520774,1600000,3094658
tiny_1_1_384,200,8,200,0.0,0,0.8140229999999999,0.0035044699208810924,1600000,3504469
tiny_1_1_384,200,8,400,0.0,0,0.8643040000000001,0.004115452105179428,1600000,4115452
