FileName,SIZE,DIM,LID,Sum_K_MinDist,Sum_K_MaxDist,Sum_K_StdDist,q_SIZE,q_K_MinRatio,q_K_MaxRatio,q_K_MeanRatio,q_K_StdRatio,efConstruction,M,efSearch,construction_time,memory,recall,search_time,construct_dc_counts,search_dc_counts,average_construct_dc_counts,average_search_dc_counts,whole_search_time
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,200,4,200,0.0,0,0.633141,0.0038041398627683,870315,38041398,1,3805,38.041398627683
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,200,4,400,0.0,0,0.713736,0.0039924330776557,870315,39924330,1,3993,39.924330776557
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,200,4,600,0.0,0,0.752132,0.0046380738029256,870315,46380738,1,4639,46.380738029255994
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,200,8,100,0.0,0,0.739011,0.0032394707901403,1740630,32394707,2,3240,32.394707901403
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,200,8,200,0.0,0,0.810373,0.0033545370912179,1740630,33545370,2,3355,33.545370912178996
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,200,8,400,0.0,0,0.865247,0.0039875144604593,1740630,39875144,2,3988,39.875144604593004
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,200,8,600,0.0,0,0.893329,0.0046551014995202,1740630,46551014,2,4656,46.551014995202
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,200,16,100,0.0,0,0.8365060000000001,0.0034049276495352,3481261,34049276,3,3405,34.049276495352
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,200,16,200,0.0,0,0.8956790000000001,0.0039805105654522,3481261,39805105,3,3981,39.805105654522
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,200,16,400,0.0,0,0.942151,0.0049723797710612,3481261,49723797,3,4973,49.723797710612
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,200,16,600,0.0,0,0.96299,0.0057449801824986,3481261,57449801,3,5745,57.449801824986
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,200,32,100,0.0,0,0.8818729999999999,0.003860767208971,6962523,38607672,6,3861,38.60767208971
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,200,32,200,0.0,0,0.940059,0.0044279671506956,6962523,44279671,6,4428,44.279671506956
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,200,32,400,0.0,0,0.9744329999999998,0.0057615682017058,6962523,57615682,6,5762,57.615682017058006
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,200,32,600,0.0,0,0.98696,0.0072319086641073,6962523,72319086,6,7232,72.319086641073
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,20,8,200,0.0,0,0.6322469999999999,0.0036254336126148,174063,36254336,1,3626,36.254336126148
vdb_glove-100-angular,1183514.0,100.0,18.06556935697604,2.538027763366699,12.411911964416504,1.4168413877487185,10000.0,0.442644327878952,0.917720377445221,0.8476809859275818,0.0570858754217624,20,16,400,0.0,0,0.84959,0.0046027650358155,348126,46027650,1,4603,46.027650358155
